697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
squamous cell lung carcinoma cell line:EBC-1	CLO_0050039	CL_0000076	UBERON_0002048	-	CL
SRA 01	-	CL_0000066	UBERON_0001803	-	CL
ST1	-	CL_0000084	UBERON_0000178	-	CL
ST-1	-	CL_0000084	UBERON_0000178	-	CL
ST-1_Adult_T_acute_lymphoblastic_leukemia	-	CL_0000084	UBERON_0000178	-	CL
STAD	-	CL_0002659	UBERON_0000945	BTO_0000036	CT
Stellate_liver	-	CL_0000632	UBERON_0002107	BTO_0002741	CT
Stomach	-	-	UBERON_0000945	BTO_0001307	A
stomach	-	-	UBERON_0000945	BTO_0001307	A
stomach 34y	-	-	UBERON_0000945	BTO_0001307	A
stomach fetal donor1	-	-	UBERON_0000945	BTO_0001307	A
Stomach mucosa	-	CL_0002180	UBERON_0001199	-	A
Stomach Mucosa	-	CL_0002180	UBERON_0001199	-	A
Stomach Smooth Muscle	-	CL_0000192	UBERON_0004222	BTO_0001818	A
Stomach smooth muscle	-	CL_0000192	UBERON_0004222	BTO_0001818	A
stomach_1	-	-	UBERON_0000945	BTO_0001307	A
stomach_2	-	-	UBERON_0000945	BTO_0001307	A
stomach_30y	-	-	UBERON_0000945	BTO_0001307	A
stomach_3y	-	-	UBERON_0000945	BTO_0001307	A
stomach_96d	-	-	UBERON_0000945	BTO_0001307	A
Stomach_Mucosa	-	CL_0002180	UBERON_0001199	-	A
Stomach_Smooth_Muscle	-	CL_0000192	UBERON_0004222	BTO_0001818	A
Stromal_adrenal	-	CL_0000499	UBERON_0002369	-	CT
Stromal_eye	-	CL_0000499	UBERON_0000970	-	CT
Stromal_heart	-	CL_0000499	UBERON_0000948	-	CT
Stromal_heart_0	-	CL_0000499	UBERON_0000948	-	CT
Stromal_heart_1	-	CL_0000499	UBERON_0000948	-	CT
Stromal_heart_2	-	CL_0000499	UBERON_0000948	-	CT
Stromal_heart_3	-	CL_0000499	UBERON_0000948	-	CT
Stromal_intestine_0	-	CL_0000499	UBERON_0000160	-	CT
Stromal_intestine_1	-	CL_0000499	UBERON_0000160	-	CT
Stromal_intestine_2	-	CL_0000499	UBERON_0000160	-	CT
Stromal_intestine_3	-	CL_0000499	UBERON_0000160	-	CT
Stromal_intestine_4	-	CL_0000499	UBERON_0000160	-	CT
Stromal_kidney	-	CL_0000499	UBERON_0002113	-	CT
Stromal_lung_0	-	CL_0000499	UBERON_0002048	-	CT
Stromal_lung_1	-	CL_0000499	UBERON_0002048	-	CT
Stromal_lung_3	-	CL_0000499	UBERON_0002048	-	CT
Stromal_lung_5	-	CL_0000499	UBERON_0002048	-	CT
Stromal_lung_7	-	CL_0000499	UBERON_0002048	-	CT
Stromal_lung_8	-	CL_0000499	UBERON_0002048	-	CT
Stromal_muscle	-	CL_0000499	UBERON_0005090	-	CT
Stromal_muscle_0	-	CL_0000499	UBERON_0005090	-	CT
Stromal_muscle_1	-	CL_0000499	UBERON_0005090	-	CT
Stromal_muscle_2	-	CL_0000499	UBERON_0005090	-	CT
Stromal_muscle_3	-	CL_0000499	UBERON_0005090	-	CT
Stromal_pancreas	-	CL_0002574	UBERON_0001264	-	CT
Stromal_placenta_0	-	CL_0000499	UBERON_0001987	-	CT
Stromal_placenta_1	-	CL_0000499	UBERON_0001987	-	CT
Stromal_placenta_2	-	CL_0000499	UBERON_0001987	-	CT
Stromal_placenta_3	-	CL_0000499	UBERON_0001987	-	CT
Stromal_placenta_4	-	CL_0000499	UBERON_0001987	-	CT
Stromal_spleen	-	CL_0000499	UBERON_0002106	-	CT
Stromal_stomach	-	CL_0000499	UBERON_0000945	-	CT
StromaNKtert	CLO_0051546	CL_0010001	UBERON_0002371	-	CL
STS26T PRC2 WT	-	CL_0002573	UBERON_0000010	BTO_0003226	CL
SU353	-	-	UBERON_0002371	-	CL
subcutaneous adipocytes	-	CL_0002521	UBERON_0002190	-	CT
subcutaneous_adipose_tissue	-	CL_0000136	UBERON_0002190	BTO_0004042	A
subcutaneous_white_adipose_tissue	-	CL_0002521	UBERON_0002190	-	CT
subcutaneous-adipose-tissue	-	CL_0000136	UBERON_0002190	BTO_0004042	A
submaxillary gland adult	-	CL_0000151	UBERON_0001736	BTO_0001316	A
substantia nigra adult donor10252	-	CL_0002614	UBERON_0002038	BTO_0000143	A
SU-DHL-1_ALK+	CLO_0009160	CL_0000542	UBERON_0000178	BTO_0005058	CL
SU-DHL-1_Anaplastic_large_cell_lymphoma	CLO_0009160	CL_0000542	UBERON_0000178	BTO_0005058	CL
SU-DHL-10	CLO_0037059	CL_0000236	UBERON_0000178	-	CL
SU-DHL-10_diffuse_large_B-cell_lymphoma	CLO_0037059	CL_0000236	UBERON_0000178	-	CL
SU-DHL-2	-	CL_0000236	UBERON_0000178	BTO_0006463	CL
SU-DHL-2_anaplastic_large_cell_lymphoma	-	CL_0000236	UBERON_0000178	BTO_0006463	CL
sudhl4	CLO_0037061	CL_0000236	UBERON_0000178	BTO_0006462	CL
SUDHL-4	CLO_0037061	CL_0000236	UBERON_0000178	BTO_0006462	CL
SU-DHL-4	CLO_0037061	CL_0000236	UBERON_0000178	BTO_0006462	CL
SU-DHL-4_diffuse_large_B-cell_lymphoma	CLO_0037061	CL_0000236	UBERON_0000178	BTO_0006462	CL
SU-DHL-5	CLO_0037062	CL_0000236	UBERON_0000178	-	CL
SUDHL6	CLO_0037063	CL_0000236	UBERON_0000178	-	CL
SU-DHL-6	CLO_0037063	CL_0000236	UBERON_0000178	-	CL
SU-DHL-6_diffuse_large_B-cell_lymphoma	CLO_0037063	CL_0000236	UBERON_0000178	-	CL
SUIT-2	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUIT2 WT	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUIT2_GFP	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUIT2_MTV	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUIT2_TP63dN	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUIT2_TP63dN_DOX	CLO_0037114	CL_1001433	UBERON_0000017	BTO_0003493	CL
SUM1315	CLO_0009916	CL_0002327	UBERON_0000310	BTO_0005933	CL
SUM149	CLO_0009917	CL_0002327	UBERON_0000310	BTO_0005475	CL
SUM149PT	CLO_0009917	CL_0002327	UBERON_0000310	BTO_0005475	CL
SUM159	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159_BRD7_KO	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159_DMSO_24h	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159_WT	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT_Triple_negative_breast_cancer	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT-BT-474	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT-MCF-7	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT-T47D	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159PT-ZR-75-1	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM159R	CLO_0009918	CL_0002327	UBERON_0000310	BTO_0004928	CL
SUM185	CLO_0009919	CL_0002327	UBERON_0000310	BTO_0005476	CL
SUM229PE	CLO_0009921	CL_0002327	UBERON_0000310	BTO_0005479	CL
SUM44PE	-	CL_0002327	UBERON_0000310	BTO_0005389	CL
SUP-B15	CLO_0009161	CL_0017006	UBERON_0002371	-	CL
SupB15 ACY1035	CLO_0009161	CL_0017006	UBERON_0002371	-	CL
SupB15 DMSO	CLO_0009161	CL_0017006	UBERON_0002371	-	CL
SUP-B15_Childhood_B_acute_lymphoblastic_leukemia	CLO_0009161	CL_0017006	UBERON_0002371	-	CL
SUP-M2_ALK+	CLO_0037065	CL_0000542	UBERON_0000178	BTO_0004775	CL
suprapubic_skin	-	-	UBERON_0036149	-	A
SupT1_WT	CLO_0009164	CL_0000084	UBERON_0000178	BTO_0003582	CL
surface_ectoderm_cells	-	CL_0000114	UBERON_0000924	-	CT
SV40	-	CL_0000057	UBERON_0002384	-	CL
SVOG-3e	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e cells_Dox_12h_control	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e cells_Dox_12h_transduced_V5-FOXL2_WT	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e cells_noDox_control	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e cells_noDox_transduced_V5-FOXL2_WT	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W	-	CL_0000501	UBERON_0000992	-	CL
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W	-	CL_0000501	UBERON_0000992	-	CL
SW 1353	CLO_0009186	CL_0001035	UBERON_0002481	BTO_0002003	CL
SW 1573	CLO_0009190	CL_0010003	UBERON_0002299	BTO_0003016	CL
SW 872	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW-13	CLO_0009209	CL_1001601	UBERON_0009753	-	CL
SW1353	CLO_0009186	CL_0001035	UBERON_0002481	BTO_0002003	CL
SW1353_chondrosarcoma	CLO_0009186	CL_0001035	UBERON_0002481	BTO_0002003	CL
SW1783	CLO_0009191	CL_0000057	UBERON_0000955	-	CL
SW1990	CLO_0009192	CL_0000083	UBERON_0001264	BTO_0003491	CL
SW403	CLO_0009215	CL_0011108	UBERON_0001155	BTO_0000033	CL
SW48	CLO_0009216	CL_0011108	UBERON_0001155	BTO_0001535	CL
SW480	CLO_0009218	CL_0011108	UBERON_0001155	BTO_0000038	CL
Sw480	CLO_0009218	CL_0011108	UBERON_0001155	BTO_0000038	CL
SW480_colon_adenocarcinoma	CLO_0009218	CL_0011108	UBERON_0001155	BTO_0000038	CL
SW620	CLO_0009221	CL_0011108	UBERON_0001155	BTO_0000675	CL
SW620_colon_adenocarcinoma	CLO_0009221	CL_0011108	UBERON_0001155	BTO_0000675	CL
SW872_CAMTA1	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_Empty Vector	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_TAZ_CAMTA1	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_TAZ4SA	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_TFE3	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_YAP_TFE3	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW872_YAP5SA	CLO_0009201	CL_0000136	UBERON_0002384	BTO_0003743	CL
SW982	CLO_0037072	CL_0000214	UBERON_0000982	BTO_0006386	CL
Sympathoblasts_adrenal	-	CL_0002248	UBERON_0000922	-	CT
Syn_vil_cytoTrophob_placenta_2	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophob_placenta_3	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophob_placenta_4	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophob_placenta_5	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_0	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_1	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_2	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_3	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_4	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_5	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_placenta_0	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_placenta_1	-	CL_0000034	UBERON_0001987	-	CT
Syn_vil_cytoTrophobs_placenta_2	-	CL_0000034	UBERON_0001987	-	CT
synovial sarcoma cell line:HS-SY-II	CLO_0050072	CL_0000214	UBERON_0003668	BTO_0006086	CL
Synoviocyte donor2	-	CL_0000214	UBERON_0003668	BTO_0003742	CT
Synoviocyte donor3	-	CL_0000214	UBERON_0003668	BTO_0003742	CT
SYO-1	-	CL_0000214	UBERON_0003668	-	CL
SYO1 shCt	-	CL_0000214	UBERON_0003668	-	CL
SYO-1Biphasic_synovial_sarcoma	-	CL_0000214	UBERON_0003668	-	CL
T (PB)	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T Cell	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T cell	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_A	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_B	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_C	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_cell_A	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_B	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_C	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_D	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_E	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_F	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_G	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_H	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_I	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_cell_J	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T_D	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_E	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_F	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_G	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_H	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_I	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_J	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
T_PB	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T24	CLO_0009245	CL_1001319	UBERON_0001255	BTO_0001345	CL
T24_1_high	CLO_0009245	CL_1001319	UBERON_0001255	BTO_0001345	CL
T24_1_low	CLO_0009245	CL_1001319	UBERON_0001255	BTO_0001345	CL
T24_2_low	CLO_0009245	CL_1001319	UBERON_0001255	BTO_0001345	CL
T265_PRC2 mutant	-	CL_0002573	UBERON_0000010	-	CL
t3m1	-	-	-	-	-
T3M-3	CLO_0050641	CL_0000351	UBERON_0000088	-	CL
T3M4 wt	CLO_0050113	CL_0000083	UBERON_0001264	BTO_0002864	CL
T3M-5	-	CL_0000076	UBERON_0002046	-	CL
T470	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
t47d	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D noSerum	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D Serum	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D_1	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D_2	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_Full	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_invasive_ductal_carcinoma	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_invasive_ductal_carcinoma_DEX	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_invasive_ductal_carcinoma_E2	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_invasive_ductal_carcinoma_PROG	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_invasive_ductal_carcinoma_R5020	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_0hr	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_24hr	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_45min	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_8hr	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_shRING1B_0	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_shRING1B_24hr	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_shRING1B_45min	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D_shCtrl_shRING1B_8hr	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D_untreat	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D-A	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D-A1-2	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D-B	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
t47d-e2pg	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T47D-MTVL	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T-47D-MTVL	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
t47d-pg	CLO_0009251	CL_0002327	UBERON_0000310	BTO_0001248	CL
T778	-	CL_0000057	UBERON_0003693	-	CL
T98G	CLO_0009258	CL_0000057	UBERON_0000955	BTO_0001583	CL
T-acute lymphoblastic leukemia (T-ALL)	-	CL_0000084	UBERON_0000178	BTO_0001106	CT
tail	-	-	UBERON_0002415	BTO_0001348	A
T-ALL PDX	-	CL_0000084	UBERON_0000178	BTO_0001106	CT
TALL-1	CLO_0051547	CL_0000084	UBERON_0000178	BTO_0003739	CL
tamoxifen_EC1	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC10	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC11	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC12	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC2	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC3	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC4	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC5	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC6	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC7	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC8	-	CL_0002149	UBERON_0001295	-	CT
tamoxifen_EC9	-	CL_0002149	UBERON_0001295	-	CT
TAMR_E2	-	CL_0002327	UBERON_0000310	-	CL
TAMR_VEH	-	CL_0002327	UBERON_0000310	-	CL
TASK1	CLO_0037092	CL_0011012	UBERON_0000010	-	CL
TC-106	-	CL_0001035	UBERON_0002481	-	CL
TC32	-	-	UBERON_0002204	BTO_0004227	CL
TC-32	-	-	UBERON_0002204	BTO_0004227	CL
TC71	CLO_0009879	CL_0001035	UBERON_0002481	BTO_0002604	CL
TC-71	CLO_0009879	CL_0001035	UBERON_0002481	BTO_0002604	CL
TC71_SA2 KO	CLO_0009879	CL_0001035	UBERON_0002481	BTO_0002604	CL
TC71_WT	CLO_0009879	CL_0001035	UBERON_0002481	BTO_0002604	CL
TC797	-	-	-	-	CL
TC-797	-	CL_0000076	UBERON_0002370	-	CL
TC-797_JQ1_4h	-	CL_0000076	UBERON_0002370	-	CL
T-cell	-	CL_0000084	UBERON_0000178	BTO_0000782	CT
T-cells	-	CL_0000084	UBERON_0000178	BTO_0000782	CL
TCO-1	CLO_0050920	CL_0000076	UBERON_0000002	-	CL
TC-YIK	-	CL_0002535	UBERON_0000002	-	CL
TE 354.T	CLO_0009299	CL_0002187	UBERON_0001003	-	CL
TE5	CLO_0009287	CL_0000076	UBERON_0001043	-	CL
TE-5	CLO_0009287	CL_0000076	UBERON_0001043	-	CL
TE5_1	CLO_0009287	CL_0000076	UBERON_0001043	-	CL
TE-671	CLO_0009305	CL_0000187	UBERON_0005090	BTO_0002605	CL
TE7	CLO_0009319	CL_0000076	UBERON_0001043	-	CL
TE7_1	CLO_0009319	CL_0000076	UBERON_0001043	-	CL
temporal lobe adult pool1	-	CL_0002319	UBERON_0001871	BTO_0001355	A
temporal lobe fetal donor1 tech_rep1	-	CL_0002319	UBERON_0001871	BTO_0001355	A
temporal lobe fetal donor1 tech_rep2	-	CL_0002319	UBERON_0001871	BTO_0001355	A
TEN	CLO_0050884	CL_0002149	UBERON_0001295	-	CL
tenocyte donor1	-	CL_0000388	UBERON_0000043	BTO_0005783	CT
tenocyte donor2	-	CL_0000388	UBERON_0000043	BTO_0005783	CT
tenocyte donor3	-	CL_0000388	UBERON_0000043	BTO_0005783	CT
teratocarcinoma cell line:NCC-IT-A3	CLO_0037149	CL_0000015	UBERON_0000473	-	CL
teratocarcinoma cell line:NCR-G1	CLO_0051395	CL_0000015	UBERON_0000473	-	CL
teratocarcinoma cell line:PA-1	CLO_0008350	CL_0000021	UBERON_0000992	BTO_0001591	CL
testicular germ cell embryonal carcinoma cell line:ITO-II	-	CL_0000015	UBERON_0000473	-	CL
testicular germ cell embryonal carcinoma cell line:NEC14	CLO_0051392	CL_0000015	UBERON_0000473	-	CL
testicular germ cell embryonal carcinoma cell line:NEC15	CLO_0051393	CL_0000015	UBERON_0000473	-	CL
testicular germ cell embryonal carcinoma cell line:NEC8	CLO_0051391	CL_0000015	UBERON_0000473	BTO_0006542	CL
testis	-	-	UBERON_0000473	BTO_0001363	A
Testis	-	-	UBERON_0000473	BTO_0001363	A
testis adult pool1	-	-	UBERON_0000473	BTO_0001363	A
testis adult pool2	-	-	UBERON_0000473	BTO_0001363	A
Tet21N_neuroblastoma	-	CL_0000031	UBERON_0001016	BTO_0004654	CL
TEX-HIST1H3F-K27I-2-Rx_cells	-	CL_0000034	UBERON_0002371	BTO_0006359	CL
TEX-HIST1H3F-WT-Rx_cells	-	CL_0000034	UBERON_0002371	BTO_0006359	CL
TEX-HIST1H3H-K27M-Rx_cells	-	CL_0000034	UBERON_0002371	BTO_0006359	CL
TEX-HIST1H3H-WT-Rx_cells	-	CL_0000034	UBERON_0002371	BTO_0006359	CL
TEX-Luciferase-Rx_cells	-	CL_0000034	UBERON_0002371	BTO_0006359	CL
TF1	CLO_0009325	CL_0000764	UBERON_0002371	BTO_0004760	CL
TF-1_erythroleukemia	CLO_0009325	CL_0000764	UBERON_0002371	BTO_0004760	CL
Tfh_BCC	-	CL_0002038	UBERON_0000029	-	CT
TFK-1	CLO_0009330	CL_0000068	UBERON_0002394	-	CL
TGBC14TKB	CLO_0050016	CL_0000066	UBERON_0002110	-	CL
TGBC18TKB	CLO_0051538	CL_0002254	UBERON_0002114	-	CL
TGBC2TKB	CLO_0009348	CL_0000066	UBERON_0002110	-	CL
Th1	-	CL_0000545	UBERON_0002405	BTO_0001678	CT
Th1_BCC	-	CL_0000545	UBERON_0002405	BTO_0001678	CT
Th1_t-infiltrating	-	CL_0000545	UBERON_0002405	BTO_0001678	CT
Th17	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17_t-infiltrating	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17-cells	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17-IL-10- Day 0	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17-IL-10- Day 5	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17-IL-10+ Day 0	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th17-IL-10+ Day 5	-	CL_0000899	UBERON_0002405	BTO_0005655	CT
Th1-cells	-	CL_0000545	UBERON_0002405	BTO_0001678	CT
Th2	-	CL_0000546	UBERON_0002405	BTO_0001679	CT
Th2_t-infiltrating	-	CL_0000546	UBERON_0002405	BTO_0001679	CT
Th2-cells	-	CL_0000546	UBERON_0002405	BTO_0001679	CT
Thalamic_nuclei	-	CL_0002319	UBERON_0010225	-	A
thalamus - adult donor10196	-	CL_0002319	UBERON_001022	BTO_0001365	A
thalamus adult donor10252	-	CL_0002319	UBERON_001022	BTO_0001365	A
THCA	-	CL_0002257	UBERON_0002046	BTO_0000196	CT
T-HESCs	-	CL_0002255	UBERON_0001295	-	CL
thoracic aorta_37y	-	-	UBERON_0001515	BTO_0000157	A
thoracic_aorta	-	-	UBERON_0001515	BTO_0000157	A
thoracic-aorta	-	-	UBERON_0001515	BTO_0000157	A
THP-1	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP1_1_high	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP1_1_low	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_24h with EtOH	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia_1H_125D	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia_2D3	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia_2H_125D	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia_CAL	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_acute_monocytic_leukemia_T09	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP1_DMSO_noPMA	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP-1_untr	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
THP1+PANC1_shCTCF	-	-	-	-	-
THP1+PANC1_shNC	-	-	-	-	-
THP-6	-	CL_0000084	UBERON_0000178	BTO_0004926	CL
THP-6 T-ALL	CLO_0009348	CL_0000576	UBERON_0000178	BTO_0001370	CL
throat adult	-	-	UBERON_0000341	BTO_0000828	A
throat fetal donor1	-	-	UBERON_0000341	BTO_0000828	A
Thymic_epithelial_thymus	-	CL_0002293	UBERON_0002370	-	CT
Thymocy_1	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
thymocyte	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
Thymocytes	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
thymocytes	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
Thymocytes_thymus_0	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
Thymocytes_thymus_4	-	CL_0000893	UBERON_0002370	BTO_0001372	CT
Thymus	-	CL_0002293	UBERON_0002370	BTO_0001374	A
thymus	-	CL_0002293	UBERON_0002370	BTO_0001374	A
thymus adult pool1	-	CL_0002293	UBERON_0002370	BTO_0001374	A
thymus fetal pool1	-	CL_0002293	UBERON_0002370	BTO_0001374	A
thymus_1	-	CL_0002293	UBERON_0002370	BTO_0001374	A
thymus_2	-	CL_0002293	UBERON_0002370	BTO_0001374	A
Thyroid	-	CL_0002257	UBERON_0002046	BTO_0001379	A
thyroid adult pool1	-	CL_0002257	UBERON_0002046	BTO_0001379	A
thyroid carcinoma cell line:TCO-1	CLO_0050920	CL_0000076	UBERON_0000002	-	CL
thyroid fetal donor1	-	CL_0002257	UBERON_0002046	BTO_0001379	A
Thyroid Gland	-	-	UBERON_0002046	BTO_0001379	A
thyroid gland_37y	-	-	UBERON_0002046	BTO_0001379	A
